country,year,church2,cc,gini_net,rgdpl
"Korea, Republic of",1988,,"Korea, Republic of",32.43423,9.547065
"Korea, Republic of",1989,,"Korea, Republic of",32.82402,10.29823
"Korea, Republic of",1990,21.15219,"Korea, Republic of",31.55854,11.4419
"Korea, Republic of",1991,,"Korea, Republic of",31.6389,12.45041
"Korea, Republic of",1992,,"Korea, Republic of",30.65859,12.86285
"Korea, Republic of",1993,,"Korea, Republic of",30.52817,13.50431
"Korea, Republic of",1994,,"Korea, Republic of",30.17105,14.66485
"Korea, Republic of",1995,,"Korea, Republic of",30.09293,15.78126
"Korea, Republic of",1996,14.68189,"Korea, Republic of",29.68558,16.83198
"Korea, Republic of",1997,,"Korea, Republic of",29.61671,17.55235
"Korea, Republic of",1998,,"Korea, Republic of",29.27512,15.66859
"Korea, Republic of",1999,,"Korea, Republic of",29.33886,17.52727
"Korea, Republic of",2000,,"Korea, Republic of",29.69439,18.92188
"Korea, Republic of",2001,30.21703,"Korea, Republic of",30.06205,19.48673
"Korea, Republic of",2002,,"Korea, Republic of",30.53551,20.78643
"Korea, Republic of",2003,22.58555,"Korea, Republic of",30.74852,21.23491
"Korea, Republic of",2004,24.6189,"Korea, Republic of",30.93889,22.03106
"Korea, Republic of",2005,30.91667,"Korea, Republic of",31.02935,22.80809
"Korea, Republic of",2006,22.05607,"Korea, Republic of",31.1,23.86906
"Korea, Republic of",2007,,"Korea, Republic of",31.25109,25.06167
"Korea, Republic of",2008,24.96662,"Korea, Republic of",31.35714,25.54189
Latvia,1990,3.189066,Latvia,22.54749,
Latvia,1991,,Latvia,24.71832,8.839
Latvia,1992,,Latvia,24.97097,6.069
Latvia,1993,,Latvia,26.48956,6.023837
Latvia,1994,,Latvia,28.3803,6.157496
Latvia,1995,4.980843,Latvia,29.26075,6.204379
Latvia,1996,4.298381,Latvia,30.56438,6.497753
Latvia,1997,,Latvia,30.67415,7.096892
Latvia,1998,5.090595,Latvia,31.87236,7.404802
Latvia,1999,6.625892,Latvia,32.28977,7.694699
Latvia,2000,,Latvia,33.16035,8.296106
Latvia,2001,3.1,Latvia,33.38298,8.947414
Latvia,2002,,Latvia,34.27102,9.59818
Latvia,2003,2.5,Latvia,34.70574,10.28072
Latvia,2004,3,Latvia,36.01411,11.16141
Latvia,2005,,Latvia,36.04774,12.4518
Latvia,2006,2.525725,Latvia,37.09313,14.00651
Latvia,2007,,Latvia,36.44946,15.48628
Latvia,2008,6.153846,Latvia,36.94971,15.17531
Latvia,2009,5.263158,Latvia,36.48928,12.77652
Luxembourg,1985,16.10738,Luxembourg,23.7,31.3387
Luxembourg,1986,,Luxembourg,23.08931,34.2007
Luxembourg,1987,,Luxembourg,23.24922,35.28136
Luxembourg,1988,13.16667,Luxembourg,23.40912,38.02028
Luxembourg,1989,18.47556,Luxembourg,23.56903,41.6864
Luxembourg,1990,28.47608,Luxembourg,23.72893,43.3035
Luxembourg,1991,26.79558,Luxembourg,23.9,46.62632
Luxembourg,1992,13.69107,Luxembourg,23.76977,46.96645
Luxembourg,1993,13.86139,Luxembourg,23.65071,48.2939
Luxembourg,1994,21.63491,Luxembourg,23.5,49.67891
Luxembourg,1995,2.633209,Luxembourg,25.07952,49.76009
Luxembourg,1996,6.157229,Luxembourg,25.54699,49.61247
Luxembourg,1997,,Luxembourg,26,51.85868
Luxembourg,1998,5.260243,Luxembourg,26.36898,54.61812
Luxembourg,1999,20.06803,Luxembourg,26.41691,58.55195
Luxembourg,2000,,Luxembourg,26,62.63515
Luxembourg,2001,,Luxembourg,26.95567,63.41877
Luxembourg,2002,,Luxembourg,27.13598,64.9813
Luxembourg,2003,15.82585,Luxembourg,27.31629,65.53675
Luxembourg,2004,13.65696,Luxembourg,26.8,67.86391
Luxembourg,2005,,Luxembourg,27.56765,71.1605
Luxembourg,2006,,Luxembourg,28.12448,78.65627
Luxembourg,2007,,Luxembourg,28.52852,86.05259
Luxembourg,2008,10.51972,Luxembourg,28.73254,89.81401
Netherlands,1970,40.2746,Netherlands,,19.03018
Netherlands,1971,38.16539,Netherlands,,19.62461
Netherlands,1972,39.07693,Netherlands,,19.93536
Netherlands,1973,31.8306,Netherlands,25.80183,20.85844
Netherlands,1974,43.52941,Netherlands,26.59177,21.6212
Netherlands,1975,,Netherlands,25.6998,21.72938
Netherlands,1976,31.74312,Netherlands,25.164,22.61169
Netherlands,1977,33.98827,Netherlands,24.6282,23.13855
Netherlands,1978,16.64577,Netherlands,24.91917,23.72687
Netherlands,1979,40.59754,Netherlands,25.21015,24.04877
Netherlands,1980,11.98091,Netherlands,25.50113,24.31951
Netherlands,1981,24.07983,Netherlands,25.78121,23.78816
Netherlands,1982,25.45247,Netherlands,25.89305,23.45789
Netherlands,1983,,Netherlands,26,23.75873
Netherlands,1984,,Netherlands,25.89667,24.21376
Netherlands,1985,16.53752,Netherlands,25.78845,24.67585
Netherlands,1986,25.83527,Netherlands,25.69034,25.37074
Netherlands,1987,,Netherlands,25.6,25.78762
Netherlands,1988,8.871366,Netherlands,25.65153,26.36517
Netherlands,1989,15.35001,Netherlands,25.79013,27.22966
Netherlands,1990,18.47853,Netherlands,26.20027,28.12296
Netherlands,1991,16.17747,Netherlands,26.6,28.65704
Netherlands,1992,8.165798,Netherlands,26.33332,29.06369
Netherlands,1993,12.75091,Netherlands,26.03431,29.21477
Netherlands,1994,13.97486,Netherlands,25.7,29.81877
Netherlands,1995,7.324277,Netherlands,25.62083,30.58201
Netherlands,1996,5.266518,Netherlands,25.39689,31.3355
Netherlands,1997,,Netherlands,24.88045,32.56918
Netherlands,1998,10.71399,Netherlands,24.11786,33.73667
Netherlands,1999,13.87226,Netherlands,23.1,35.13831
Netherlands,2000,,Netherlands,23.85152,36.34209
Netherlands,2001,,Netherlands,24.34185,36.90542
Netherlands,2002,12.76587,Netherlands,25.11107,36.96412
Netherlands,2003,11.6,Netherlands,25.77343,36.96814
Netherlands,2004,13.10495,Netherlands,26.6,37.59096
Netherlands,2005,11.90874,Netherlands,26.74618,38.28417
Netherlands,2006,11.62549,Netherlands,26.94876,39.62601
Netherlands,2007,,Netherlands,27.38649,40.69115
Netherlands,2008,14.19367,Netherlands,27.23638,41.88079
New Zealand,1991,17.19198,New Zealand,32.984,19.23274
New Zealand,1992,,New Zealand,33.31519,19.19707
New Zealand,1993,,New Zealand,33.3796,20.07104
New Zealand,1994,16.8,New Zealand,32.9218,20.863
New Zealand,1995,,New Zealand,33.10947,21.37196
New Zealand,1996,13.03931,New Zealand,33.1,21.72776
New Zealand,1997,14.94157,New Zealand,33.02488,22.17789
New Zealand,1998,14.95174,New Zealand,32.97234,22.29747
New Zealand,1999,,New Zealand,33.23787,23.27217
New Zealand,2000,,New Zealand,33.50341,23.65637
New Zealand,2001,14.04887,New Zealand,33.07897,24.26259
New Zealand,2002,,New Zealand,32.9048,25.07786
New Zealand,2003,14.28572,New Zealand,32.73063,25.71769
New Zealand,2004,13.60219,New Zealand,32.63707,26.32194
New Zealand,2005,,New Zealand,32.86271,27.44748
New Zealand,2006,14.1726,New Zealand,32.69277,27.83521
New Zealand,2007,,New Zealand,32.52282,28.297
New Zealand,2008,15.35394,New Zealand,32.52282,27.77768
Norway,1965,38.21138,Norway,24.40443,14.96603
Norway,1966,,Norway,24.46131,15.44679
Norway,1967,,Norway,24.3889,16.36643
Norway,1968,,Norway,24.14421,16.57919
Norway,1969,,Norway,23.10809,17.11429
Norway,1970,,Norway,22.07197,17.52654
Norway,1971,,Norway,22.07197,18.4771
Norway,1972,,Norway,,19.07006
Norway,1973,,Norway,25.92382,19.93717
Norway,1974,,Norway,24.87539,20.64698
Norway,1975,,Norway,22.63518,21.57127
Norway,1976,,Norway,22.55206,22.8142
Norway,1977,,Norway,22.47379,23.60319
Norway,1978,,Norway,22.39553,23.95522
Norway,1979,,Norway,22.3,24.8479
Norway,1980,,Norway,22.33045,25.85813
Norway,1981,,Norway,22.34363,26.1846
Norway,1982,5.645933,Norway,22.35682,26.28884
Norway,1983,,Norway,22.65473,26.92325
Norway,1984,,Norway,22.95265,28.41449
Norway,1985,,Norway,23.06461,29.83936
Norway,1986,,Norway,23.3,31.23864
Norway,1987,,Norway,23.11472,31.44374
Norway,1988,,Norway,23.03452,31.27419
Norway,1989,,Norway,23.32606,31.69434
Norway,1990,4.938672,Norway,23.22129,32.31739
Norway,1991,4.059432,Norway,23.1,33.15217
Norway,1992,3.589232,Norway,23.28523,34.11951
Norway,1993,3.214049,Norway,23.37225,34.93631
Norway,1994,4.312984,Norway,23.61689,36.65925
Norway,1995,3.73281,Norway,23.8,38.09639
Norway,1996,4.423823,Norway,23.65718,40.07336
Norway,1997,,Norway,23.47129,42.34501
Norway,1998,6.462141,Norway,23.33783,43.31229
Norway,1999,,Norway,23.6708,43.74521
Norway,2000,,Norway,25,44.81384
Norway,2001,4.74359,Norway,23.76431,45.41099
Norway,2002,4.930279,Norway,23.70318,45.79883
Norway,2003,3.47175,Norway,24.44151,45.95313
Norway,2004,4.235579,Norway,25.6,47.50984
Norway,2005,,Norway,25.04938,48.70121
Norway,2006,4.357996,Norway,24.63663,49.74776
Norway,2007,4.518664,Norway,23.52019,50.95931
Norway,2008,3.770339,Norway,22.94943,51.09468
Philippines,1991,65.97164,Philippines,39.07135,2.022974
Philippines,1992,,Philippines,41.76767,2.021199
Philippines,1993,,Philippines,44.464,2.015779
Philippines,1994,61.05087,Philippines,47.16032,2.093364
Philippines,1995,,Philippines,46.27971,2.073888
Philippines,1996,63.875,Philippines,45.39909,2.117904
Philippines,1997,,Philippines,44.51847,2.226503
Philippines,1998,46.41954,Philippines,44.6805,2.097224
Philippines,1999,,Philippines,44.84254,2.168507
Philippines,2000,,Philippines,45.00458,2.409536
Philippines,2001,57.45834,Philippines,44.30581,2.290541
Philippines,2002,,Philippines,43.60704,2.26186
Philippines,2003,55.16667,Philippines,42.90826,2.244665
Philippines,2004,56.16667,Philippines,42.97978,2.427545
Philippines,2005,,Philippines,43.05129,2.461941
Philippines,2006,55.08334,Philippines,43.12281,2.706827
Philippines,2007,,Philippines,42.50622,2.963961
Philippines,2008,52.43289,Philippines,41.88964,2.960955
Poland,1990,65.58044,Poland,25.3409,7.656394
Poland,1991,58.08893,Poland,27.01563,7.511934
Poland,1992,45.3,Poland,27.4,7.672167
Poland,1993,46.1,Poland,28.68075,7.98461
Poland,1994,45.82191,Poland,30.11197,8.371572
Poland,1995,48.8868,Poland,31.8,8.858429
Poland,1996,,Poland,30.901,9.411006
Poland,1997,35.6536,Poland,30.34353,10.03804
Poland,1998,,Poland,29.55106,10.51354
Poland,1999,45.59085,Poland,28.9,11.0126
Poland,2000,,Poland,28.63375,11.47717
Poland,2001,0.5016892,Poland,28.49682,11.67595
Poland,2002,45.63565,Poland,29.29213,11.89387
Poland,2003,42.44323,Poland,30.47084,12.35476
Poland,2004,55.76208,Poland,32,13.02981
Poland,2005,49.92252,Poland,31.35653,13.48146
Poland,2006,52.03202,Poland,30.84744,14.31515
Poland,2007,,Poland,30.12889,15.24907
Poland,2008,48.12402,Poland,29.67896,16.03624
Poland,2009,,Poland,29.36544,16.37604
Poland,2010,34.61231,Poland,29.70926,17.341
Portugal,1988,16.8,Portugal,30.14223,13.44767
Portugal,1989,27.45,Portugal,30.0646,14.04437
Portugal,1990,38.18587,Portugal,30.50868,14.88476
Portugal,1991,35.96667,Portugal,30.00949,15.28318
Portugal,1992,15.975,Portugal,31.11007,15.49997
Portugal,1993,20.76667,Portugal,32.21065,15.21322
Portugal,1994,33.41114,Portugal,33.31123,15.69948
Portugal,1995,7.139959,Portugal,34.43436,15.95646
Portugal,1996,10.37579,Portugal,34.4134,16.47781
Portugal,1997,,Portugal,35.03737,17.16529
Portugal,1998,9.996668,Portugal,35.06076,17.99095
Portugal,1999,33.51925,Portugal,35.28036,18.63472
Portugal,2000,,Portugal,35.36594,19.23644
Portugal,2001,,Portugal,35.68575,19.51534
Portugal,2002,29.36288,Portugal,35.8662,19.50177
Portugal,2003,,Portugal,36.04665,19.17743
Portugal,2004,25.46816,Portugal,36.2271,19.38357
Portugal,2005,29.67197,Portugal,35.92988,20.09714
Portugal,2006,26.94611,Portugal,35.80585,20.35299
Portugal,2007,28.27775,Portugal,35.24136,20.7002
Portugal,2008,32.2937,Portugal,34.50393,20.65045
Portugal,2009,24.19883,Portugal,34.03071,19.90401
Russian Federation,1990,1.835798,Russian Federation,24.52098,
Russian Federation,1991,,Russian Federation,33.12328,
Russian Federation,1992,,Russian Federation,39.5,
Russian Federation,1993,,Russian Federation,40.35846,9.610088
Russian Federation,1994,1.96802,Russian Federation,42.32419,8.587098
Russian Federation,1995,2.066929,Russian Federation,44.7,8.237411
Russian Federation,1996,1.194645,Russian Federation,43.19522,7.939121
Russian Federation,1997,,Russian Federation,42.11716,8.023545
Russian Federation,1998,3.496082,Russian Federation,41.92956,7.558069
Russian Federation,1999,3.431571,Russian Federation,42.21541,7.887659
Russian Federation,2000,,Russian Federation,43.4,8.720241
Russian Federation,2001,1.75,Russian Federation,42.1549,9.266723
Russian Federation,2002,,Russian Federation,41.26719,9.817822
Russian Federation,2003,2.266051,Russian Federation,41.13657,10.60468
Russian Federation,2004,,Russian Federation,40.50536,11.582
Russian Federation,2005,,Russian Federation,41.62699,12.35683
Russian Federation,2006,4.157559,Russian Federation,42.82534,13.331
Russian Federation,2007,2.313625,Russian Federation,44.16152,14.49569
Russian Federation,2008,5.813954,Russian Federation,45.10535,15.3169
Russian Federation,2009,3.511827,Russian Federation,45.23852,14.64534
Slovak Republic,1990,33.33334,Slovak Republic,16.87267,11.96101
Slovak Republic,1991,31.74603,Slovak Republic,17.89795,9.666917
Slovak Republic,1992,,Slovak Republic,18.9,8.755487
Slovak Republic,1993,,Slovak Republic,18.93863,9.480782
Slovak Republic,1994,,Slovak Republic,20.65895,9.897739
Slovak Republic,1995,,Slovak Republic,22.37928,10.57628
Slovak Republic,1996,29.61095,Slovak Republic,24.1,11.99349
Slovak Republic,1997,,Slovak Republic,23.57128,12.66629
Slovak Republic,1998,32.4553,Slovak Republic,23.48035,13.23056
Slovak Republic,1999,40.46722,Slovak Republic,23.3416,12.93266
Slovak Republic,2000,,Slovak Republic,24.14499,13.04495
Slovak Republic,2001,,Slovak Republic,25.01091,13.46368
Slovak Republic,2002,,Slovak Republic,25.52836,14.1079
Slovak Republic,2003,,Slovak Republic,25.86116,14.67225
Slovak Republic,2004,32.56873,Slovak Republic,24.95677,15.25361
Slovak Republic,2005,,Slovak Republic,24.32799,16.20026
Slovak Republic,2006,30.77381,Slovak Republic,23.34364,17.55118
Slovak Republic,2007,,Slovak Republic,23.20266,19.4951
Slovak Republic,2008,36.15197,Slovak Republic,23.30379,20.7534
Slovenia,1992,22.83771,Slovenia,22.42397,13.08737
Slovenia,1993,13.77246,Slovenia,24.02414,13.79941
Slovenia,1994,15.63707,Slovenia,24.01808,14.58851
Slovenia,1995,18.05561,Slovenia,24.78695,15.43332
Slovenia,1996,,Slovenia,24.88575,15.96048
Slovenia,1997,,Slovenia,25,16.73496
Slovenia,1998,13.13942,Slovenia,24.95596,17.37243
Slovenia,1999,17.18908,Slovenia,24.9,18.37183
Slovenia,2000,12.07057,Slovenia,24.75473,19.1024
Slovenia,2001,,Slovenia,24.57369,19.64876
Slovenia,2002,19.33702,Slovenia,24.16372,20.36728
Slovenia,2003,17.01738,Slovenia,23.68308,20.9894
Slovenia,2004,15.35225,Slovenia,23.1,21.97127
Slovenia,2005,18.61386,Slovenia,23.20641,23.27384
Slovenia,2006,16.8553,Slovenia,23.25162,24.71943
Slovenia,2007,,Slovenia,23.0877,26.59309
Slovenia,2008,16.5725,Slovenia,23.50109,27.59985
Slovenia,2009,15.56829,Slovenia,23.42101,24.95571
Spain,1981,40.07816,Spain,31.13763,15.34671
Spain,1982,,Spain,30.47638,15.43841
Spain,1983,,Spain,29.81512,15.59377
Spain,1984,,Spain,29.15387,15.75522
Spain,1985,,Spain,28.49262,16.06936
Spain,1986,,Spain,26.24279,16.57582
Spain,1987,,Spain,26.26561,17.48757
Spain,1988,14.53202,Spain,25.85028,18.36113
Spain,1989,19.675,Spain,27.54474,19.24877
Spain,1990,28.50191,Spain,30.3,19.93801
Spain,1991,25.65811,Spain,31.55687,20.40846
Spain,1992,12.52174,Spain,32.81472,20.55413
Spain,1993,17.14097,Spain,34.07258,20.20958
Spain,1994,26.02193,Spain,34.49824,20.65674
Spain,1995,16.87484,Spain,35.3,21.22941
Spain,1996,10.36667,Spain,34.49912,21.71911
Spain,1997,,Spain,33.99157,22.54224
Spain,1998,16.52073,Spain,33.49253,23.60496
Spain,1999,25.54622,Spain,33.25416,24.76664
Spain,2000,25.70952,Spain,33.6,25.6275
Spain,2001,14.5799,Spain,32.74773,26.2728
Spain,2002,21.44997,Spain,32.41159,26.61118
Spain,2003,15.0165,Spain,31.99993,27.00559
Spain,2004,18.50669,Spain,31.5,27.45337
Spain,2005,,Spain,31.4153,27.98383
Spain,2006,18.34812,Spain,31.23683,28.61848
Spain,2007,15.43403,Spain,31.38,29.13347
Spain,2008,18.27628,Spain,31.69269,28.96208
Sweden,1982,5.689278,Sweden,20.07765,22.54037
Sweden,1983,,Sweden,20.24996,22.75705
Sweden,1984,,Sweden,20.73718,23.57017
Sweden,1985,,Sweden,21.02475,24.09541
Sweden,1986,,Sweden,21.21961,24.71537
Sweden,1987,,Sweden,21.8,25.4625
Sweden,1988,,Sweden,20.96565,25.95969
Sweden,1989,,Sweden,20.81441,26.50009
Sweden,1990,4.251208,Sweden,20.96564,26.52133
Sweden,1991,,Sweden,21.90353,26.14948
Sweden,1992,,Sweden,22.9,25.72291
Sweden,1993,,Sweden,22.98999,25.08644
Sweden,1994,3.655564,Sweden,22.75058,25.75409
Sweden,1995,2.656006,Sweden,22.1,26.50851
Sweden,1996,2.737377,Sweden,21.87891,26.80896
Sweden,1997,,Sweden,21.55568,27.29946
Sweden,1998,3.157082,Sweden,22.16239,28.273
Sweden,1999,3.751234,Sweden,23.2751,29.50166
Sweden,2000,,Sweden,25.2,30.64542
Sweden,2001,,Sweden,23.28172,30.9133
Sweden,2002,4.604919,Sweden,22.20831,31.60808
Sweden,2003,3.709949,Sweden,22.02411,32.13654
Sweden,2004,3.752497,Sweden,22.60609,33.38173
Sweden,2005,,Sweden,23.7,34.85532
Sweden,2006,3.608122,Sweden,23.19807,36.22499
Sweden,2007,,Sweden,23.14372,37.35868
Sweden,2008,3.786042,Sweden,22.39175,37.23148
Turkey,1990,34.70993,Turkey,43.78515,6.886123
Turkey,1991,,Turkey,43.84642,6.856885
Turkey,1992,,Turkey,43.9077,7.058028
Turkey,1993,,Turkey,43.96897,7.564857
Turkey,1994,,Turkey,44.03025,7.009102
Turkey,1995,,Turkey,43.78195,7.352484
Turkey,1996,41.85884,Turkey,43.53365,7.808237
Turkey,1997,,Turkey,43.28536,8.293542
Turkey,1998,,Turkey,43.03706,8.374465
Turkey,1999,,Turkey,42.78876,8.004363
Turkey,2000,,Turkey,42.54047,8.39064
Turkey,2001,35.9779,Turkey,43.14237,7.815842
Turkey,2002,,Turkey,43.74427,8.141171
Turkey,2003,,Turkey,43.23184,8.465138
Turkey,2004,,Turkey,42.50201,9.121868
Turkey,2005,,Turkey,40.96178,9.721685
Turkey,2006,32.07763,Turkey,39.75309,10.21403
Turkey,2007,34.2922,Turkey,38.63189,10.54949
Turkey,2008,48.03198,Turkey,37.93648,10.45378
Turkey,2009,36.41092,Turkey,37.47118,9.920336
Ukraine,1996,10.1173,Ukraine,37.50008,3.62867
Ukraine,1997,,Ukraine,34.68766,3.585413
Ukraine,1998,,Ukraine,35.06689,3.604581
Ukraine,1999,9.560068,Ukraine,32.9558,3.684573
Ukraine,2000,,Ukraine,32.69234,3.92089
Ukraine,2001,,Ukraine,30.18839,4.30407
Ukraine,2002,,Ukraine,28.61008,4.60929
Ukraine,2003,,Ukraine,28.03949,5.080461
Ukraine,2004,,Ukraine,27.73234,5.766989
Ukraine,2005,11.38539,Ukraine,28.31509,6.02929
Ukraine,2006,11.56368,Ukraine,28.87717,6.532008
Ukraine,2007,,Ukraine,29.49219,7.123497
Ukraine,2008,10.38317,Ukraine,29.49219,7.363984
Ukraine,2009,15.0723,Ukraine,,6.415035
United Kingdom,1964,17.29634,United Kingdom,27.21905,14.08338
United Kingdom,1965,,United Kingdom,26.71001,14.36462
United Kingdom,1966,16.98218,United Kingdom,26.51043,14.56826
United Kingdom,1967,,United Kingdom,26.07025,14.88621
United Kingdom,1968,,United Kingdom,26.3975,15.31397
United Kingdom,1969,,United Kingdom,26.7,15.49859
United Kingdom,1970,17.51152,United Kingdom,27.15206,15.838
United Kingdom,1971,,United Kingdom,27.50823,16.20358
United Kingdom,1972,,United Kingdom,27.60308,16.73622
United Kingdom,1973,14.95085,United Kingdom,27.22294,17.89313
United Kingdom,1974,,United Kingdom,26.8,17.74563
United Kingdom,1975,6.971375,United Kingdom,26.29325,17.67344
United Kingdom,1976,13.32371,United Kingdom,25.90159,18.18309
United Kingdom,1977,14.88287,United Kingdom,25.7498,18.2892
United Kingdom,1978,7.881463,United Kingdom,26.25385,18.92794
United Kingdom,1979,17.73319,United Kingdom,27,19.45203
United Kingdom,1980,6.334644,United Kingdom,26.88468,19.13953
United Kingdom,1981,9.219868,United Kingdom,26.93648,18.96519
United Kingdom,1982,,United Kingdom,27.01333,19.23214
United Kingdom,1983,20.65942,United Kingdom,27.15075,19.90876
United Kingdom,1984,,United Kingdom,27.7493,20.35255
United Kingdom,1985,12.53469,United Kingdom,28.80565,20.96957
United Kingdom,1986,19.8895,United Kingdom,30.3,21.77697
United Kingdom,1987,21.06216,United Kingdom,30.57954,22.66972
United Kingdom,1988,10.91752,United Kingdom,31.23281,23.81822
United Kingdom,1989,11.74053,United Kingdom,31.97666,24.31211
United Kingdom,1990,12.67835,United Kingdom,32.7766,24.44105
United Kingdom,1991,13.41619,United Kingdom,33.6,24.0929
United Kingdom,1992,5.521181,United Kingdom,34.00853,24.09588
United Kingdom,1993,6.625,United Kingdom,34.12457,24.55346
United Kingdom,1994,12.19631,United Kingdom,33.9,25.4499
United Kingdom,1995,7.323492,United Kingdom,34.4,26.14622
United Kingdom,1996,7.961812,United Kingdom,34.00642,26.82811
United Kingdom,1997,,United Kingdom,33.76928,27.582
United Kingdom,1998,9.100753,United Kingdom,34.24042,28.4537
United Kingdom,1999,14.45905,United Kingdom,34.7,29.2383
United Kingdom,2000,,United Kingdom,34.18522,30.23461
United Kingdom,2001,11.62281,United Kingdom,33.74158,30.83877
United Kingdom,2002,13.30665,United Kingdom,33.90489,31.38227
United Kingdom,2003,11.22566,United Kingdom,34.14275,32.33566
United Kingdom,2004,12.45441,United Kingdom,34.5,33.22192
United Kingdom,2005,,United Kingdom,34.60025,34.18302
United Kingdom,2006,13.47693,United Kingdom,34.79011,34.95763
United Kingdom,2007,,United Kingdom,35.07567,35.64901
United Kingdom,2008,14.52543,United Kingdom,35.60283,35.44104
United States,1964,43.46821,United States,33.78617,17.46341
United States,1965,,United States,33.62405,18.36377
United States,1966,39.82853,United States,33.39343,19.27757
United States,1967,37,United States,32.65569,19.52206
United States,1968,38.80415,United States,31.94558,20.32292
United States,1969,,United States,31.08574,20.76354
United States,1970,39.37857,United States,31.07847,20.50848
United States,1971,,United States,30.95663,20.93765
United States,1972,33.92382,United States,31.64168,21.84716
United States,1973,31.88919,United States,31.6464,22.83531
United States,1974,32.87292,United States,31.8,22.48635
United States,1975,32.62011,United States,31.3691,22.2615
United States,1976,29.80943,United States,31.10631,23.26204
United States,1977,32.4243,United States,30.85233,24.10796
United States,1978,28.93272,United States,30.58937,25.12849
United States,1979,,United States,30.1,25.57192
United States,1980,29.66347,United States,30.51383,25.11421
United States,1981,31.5,United States,30.71185,25.46784
United States,1982,33.21072,United States,31.00775,24.88715
United States,1983,34.09856,United States,31.30047,25.87177
United States,1984,31.44798,United States,31.81295,27.51381
United States,1985,34.95303,United States,32.50838,28.42727
United States,1986,31.59406,United States,33.5,29.15574
United States,1987,31.32034,United States,33.25134,29.84623
United States,1988,28.21757,United States,33.23913,30.73838
United States,1989,32.18586,United States,33.39031,31.48085
United States,1990,33.77938,United States,33.57018,31.67965
United States,1991,31.36149,United States,33.8,31.15323
United States,1992,26.76056,United States,34.44816,31.78093
United States,1993,28.39352,United States,35.02684,32.26448
United States,1994,29.3604,United States,35.5,33.21826
United States,1995,43.95819,United States,36.24384,33.70082
United States,1996,27.16699,United States,37,34.59201
United States,1997,31,United States,37.2,35.78993
United States,1998,26.88536,United States,37.09401,36.92394
United States,1999,42.58013,United States,36.97413,38.17455
United States,2000,25.37684,United States,36.8,39.15974
United States,2001,30,United States,36.98793,38.96044
United States,2002,26.64357,United States,37.09895,39.15404
United States,2003,31,United States,37.16354,39.79302
United States,2004,25.05188,United States,37.2,40.91001
United States,2005,31.4252,United States,37.08701,42.53482
United States,2006,29.70013,United States,36.8789,43.2584
United States,2007,,United States,36.35387,43.69746
United States,2008,26.67819,United States,36.02488,43.34071
