"","ids","X.1","textToSend","Means","stanMeans","X","MetaID","treatment","pid_rep","open.ended.response","Topic1","Topic2","Topic3","max_prob123","max_prob12","anger_ra1","anger_ra2","caseid","enthusiasm_ra1","enthusiasm_ra2","fear_ra1","fear_ra2","immigrants_ra1","immigrants_ra2","legal","est1","est2","RunAll","mergeIDs","stanMeansNewSys","stanSDsNewSys","coderMeans","newDocIDS","stanMeansNewSys2","stanSDsNewSys2","stanMeansNewSysPooled","stanSDsNewSysPooled"
"81",6682,77,"illegal mexicans",0.4,-1.10858604797546,77,0,0,0.16667,"illegal
mexicans",0.6559301055,0.1084787881,0.2355911064,1,1,0,0,32,0,0,0,0,0,0,0,-0.376811959992188,0.0879395990767682,-0.146548427459298,101,-1.55338446977003,0.489625030533716,0,10411,-0.665850372509079,0.325538211203278,-1.02572998771156,0.262007003065253
"82",6683,78,"too many illegal immigrates coming into our country will take our work for less pay and the language barrier.",0.85,2.33088756159298,78,0,1,1,"too many illegal immigrates coming into our country will take our work for less pay and the language barrier.",0.2995410831,0.318375352,0.3820835649,3,2,1,1,316,0,0,2,1,0,0,0,0.783835988337255,0.533203692206739,0.678193247481747,303,0.234965150822924,0.326057878985616,1.5,10412,0.499842050009985,0.315282575653906,0.380130086467742,0.230490764349622
"83",6684,79,"i'm worried that people are coming to amercia against the law. they are not doing it the right way. they steal social security numbers of people who are citizens so they can work etc",0.8,2.58381066915043,79,0,1,0.333,"i'm worried that people are coming to amercia against the law. they are not doing it the right way. they steal social security numbers of people who are citizens so they can work etc",0.1846161095,0.2585961687,0.5567877218,3,2,1,1,397,0,0,1,1,0,0,1,0.86814808462629,0.882579277158567,0.992432177529081,120,0.854606287718563,0.320103010340502,1,10413,0.408953794888823,0.292371245100671,0.679861206713335,0.223897901849782
"84",6685,80,"why their country is so poor",0.2,-4.26190108998324,80,0,0,0.66667,"why their country is so poor",0.5768004596,0.1148732923,0.3083262482,1,1,0,0,360,0,0,0,0,0,0,0,-1.43924974949256,-1.58551551009418,-1.62892593054712,334,-1.63666104333047,0.408241786497266,0,10414,-1.47568240226677,0.399877562660636,-1.67428317774053,0.318460517498949
"85",6686,81,"we need to protect our borders more. not enough agents covering too much distance.",0.45,-0.18856126980044,81,0,0,0.16667,"we need to protect our borders more. not enough agents covering too much distance.",0.576624909,0.0992940891,0.3240810019,1,1,0,0,35,0,0,1,1,0,0,0,-0.0659583145941328,0.280953941512747,0.119297495007776,325,-0.375506158249408,0.283279201100125,1,10415,0.154416302673438,0.319936392665433,-0.167184225058434,0.237104612463427
"86",6687,82,"illegal immigrants using services paid for by legimate taxpayers.",0.7,0.740867287155624,82,0,1,1,"illegal immigrants using services paid for by legimate taxpayers.",0.2079185581,0.7020879804,0.0899934615,2,2,1,1,61,0,0,1,1,0,0,0,0.244778636014775,-0.00465430980422692,0.104702983504101,94,-0.1816967439551,0.281263651962091,1,10416,0.103889403744762,0.327987583112587,-0.0519415635955541,0.228226927702543
"87",6688,83,"not much worries me about immigration. i think people are making way too big of a deal about it.",0.05,-5.90078245466095,83,0,1,0.333,"not much worries me about immigration. i think people are making way too big of a deal about it.",0.5208867276,0.1095521723,0.3695611001,1,1,0,0,46,0,0,0,0,0,0,0,-1.992669234401,-1.74739675979856,-2.1409533248344,210,-1.10261090339844,0.375849461176713,0,10417,-1.4777039910156,0.376827380754574,-1.42431816349497,0.288583440533246
"88",6689,84,"the people against immigration",0.210526315789474,-2.75304668561611,84,0,0,0.333,"the people against immigration",0.4919520691,0.1087468405,0.3993010904,1,1,0,0,88,0,0,0,0,0,0,0,-0.930048749247921,-1.04567077789894,-0.954125870705161,291,-1.73207820465032,0.384578404004656,0,10418,-1.44201506893167,0.421113414809466,-1.71291829563771,0.305274063134031
"89",6690,85,"that we let people break the law b/c we just don't want to take the time to inforce it.",0.35,-1.17194605073802,85,0,1,0.66667,"that we let people break the law b/c we just don't want to take the time to inforce it.",0.1924357642,0.1618846398,0.645679596,3,1,0,1,235,0,0,0,1,0,0,0,-0.40000363281444,0.11665598973584,-0.0984976597201658,274,0.163090076877858,0.310672337770514,0.5,10419,-1.00180642912448,0.382722520255865,-0.311782597433858,0.227906364645105
"90",6691,86,"criminals stealing our jobs, our money, our belongings. people who don't speak english in our public schools. babies being born into this country and becoming citizens on a daily basis. free health care. pigs and slobs on the jobsite. you asked the wrong person, i work in construction and could go on for days about these thieves.",0.8,3.83038216201375,86,0,0,0.833,"criminals stealing our jobs, our money, our belongings. people who don't speak english in our public schools. babies being born into this country and becoming citizens on a daily basis. free health care. pigs and slobs on the jobsite. you asked the wrong person, i work in construction and could go on for days about these thieves.",0.1006984099,0.4329261888,0.4663754013,3,2,2,2,56,0,0,2,0,0,0,0,1.28538035524345,2.11277263354711,1.73475139409193,37,1.73224756559989,0.446553052649518,1,10420,1.39867943010266,0.385017095398973,1.61816690603701,0.332824871525185
"91",6692,87,"illegal immigrants.",0.25,-3.01628698822785,87,0,0,0.16667,"illegal immigrants.",0.6532444614,0.1088299091,0.2379256295,1,1,0,0,92,0,0,0,0,0,0,0,-1.02167832492999,-0.395000886970008,-0.668810834512301,85,-0.693230179345908,0.350733092559334,0,10421,-0.93023071671393,0.373268917778306,-0.841765484635209,0.276988435238048
"92",6693,88,"1. not being able to document them so we have a record for crime, taxes and terrorism. 2.  that they are recieving money that i pay taxes to provide and they dont pay any of it 3.  they recieve many services from the states they are in that again they dont  pay towards and many people that are legally here are not getting because their isn't enough to go around. 4 that our country is bending and stretching toaccomidate their cultures",0.842105263157895,3.04717947680316,88,0,1,0.16667,"1. not being able to document them so we have a record for crime, taxes and terrorism
2.  that they are recieving money that i pay taxes to provide and they dont pay any of it
3.  they recieve many services from the states they are in that again they dont  pay towards and many people that are legally here are not getting because their isn't enough to go around.
4 that our country is bending and stretching toaccomidate their cultures",0.0832722089,0.4962588721,0.420468919,2,2,1,1,158,0,0,2,2,0,0,0,1.0226564881446,1.70576761097753,1.47925063526598,4,1.34465869838256,0.39184538942703,2,10422,1.80756085505124,0.491179883337509,1.6845596101857,0.346841543838482
"93",6694,89,"we need to seal the borders. both north and south. fine all the employers that hire illegals and also those who rent to them.  if they can't find an job nor a place to live they will go home.",0.55,0.0581096833909231,89,0,0,1,"we need to seal the borders. both north and south. fine all the employers that hire illegals and also those who rent to them.  if they can't find an job nor a place to live they will go home.",0.7410963158,0.104514093,0.1543895912,1,1,1,1,365,0,0,0,0,0,0,0,0.0199061708645361,1.02445119844171,0.565940296505254,326,-0.264556000428479,0.285692828862806,0,10423,-0.0359767997577247,0.295976706034675,-0.165739741585852,0.208762044119279
"94",6695,90,"illegal people in our country, illegal people taking our jobs",0.65,0.953257000600739,90,0,0,0.333,"illegal people in our country
illegal people taking our jobs",0.3036138884,0.2891916028,0.4071945088,3,1,0,1,275,0,0,1,1,0,0,0,0.319272049830382,0.371714187910819,0.412717501010327,102,0.291438623506752,0.284741587211749,1,10424,-0.0314116755662878,0.296301703943496,0.0870150919531267,0.207165758990881
"95",6696,91,"free welfare without paying into the tax base, spread of third-world disease, 1/3 of all criminals in our prison syst. are illegal aliens, refusal to assimilate and learn the language, virtual abolition of our borders, and therefore, our sovereignty",0.85,3.45205315561691,91,0,1,0.66667,"free welfare without paying into the tax base, spread of third-world disease, 1/3 of all criminals in our prison syst. are illegal aliens, refusal to assimilate and learn the language, virtual abolition of our borders, and therefore, our sovereignty",0.1656185005,0.7440727689,0.0903087306,2,2,1,1,280,0,0,2,2,0,0,0,1.15685203448821,2.19176449798342,1.75374282896279,54,1.98387761774252,0.570208594401669,2,10425,2.19955544873512,0.54801452199774,2.41406103005,0.490878001043205
"96",6697,92,"job losses, threat of terrorism, property value decreasing, drug trafficing, becoming citizens and going on welfare",0.9,6.28973200308336,92,0,1,0,"job losses, threat of terrorism, property value decreasing, drug trafficing, becoming citizens and going on welfare",0.1001037867,0.7128667053,0.187029508,2,2,0,1,17,0,0,2,2,0,0,0,2.11370814103974,1.92551690293125,2.22155277526387,161,2.01267706625998,0.545358697390065,2,10426,2.29540885091336,0.548742025621807,2.54718540770966,0.505240233529738
"97",6698,93,"social security, crime, welfare, healthcare, educating immigrants",0.6,1.32926510000694,93,0,1,1,"social security
crime
welfare
healthcare
educating immigrants",0.144595316,0.7806778683,0.0747268158,2,2,0,0,12,0,0,2,2,0,0,0,0.446309327486948,0.614771686016418,0.507493317748952,250,1.19836511675535,0.350890402911303,2,10427,1.1734902719361,0.35954034236477,1.27368771774678,0.286735385441172
"98",6699,94,"welfare, schools, medical expenses, jobs, crime, housing, driving no insurance or license,",0.7,2.80857845931573,94,0,1,0.333,"welfare, schools, medical expenses, jobs, crime, housing, driving no insurance or license,",0.0648845072,0.86419617,0.0709193228,2,2,0,1,387,0,0,2,2,0,0,0,0.944064397216329,1.42921074136505,1.1058323975123,320,1.14583835960142,0.364340610816021,2,10428,0.994437496431667,0.341923785241742,1.19105368718748,0.260405337744118
"99",6700,95,"allour ancestors immigrated here. immigration should be done legally. we shouldn't subsidize illegal immigrants with government money.",0.4,-0.616405730235414,95,0,0,1,"allour ancestors immigrated here.
immigration should be done legally.
we shouldn't subsidize illegal immigrants with government money.",0.65231616,0.0836536198,0.2640302202,1,1,0,1,380,1,1,1,0,0,0,1,-0.212024712673466,-0.715742922922899,-0.463175238276182,7,-0.125941146671327,0.29453949494177,0.5,10429,-0.233428377763295,0.343789221313282,-0.233240662558073,0.230509131827775
"100",6701,96,"loss of jobs",0.4,0.101508300645197,96,0,1,0.16667,"loss of jobs",0.1480568443,0.7074608618,0.1444822939,2,2,0,0,266,0,0,1,1,0,0,0,0.0277781957790718,-0.148920075994776,-0.0293682056793728,186,-0.195630500646903,0.283720783856822,1,10430,-0.866886911376818,0.365749979365985,-0.476956383325168,0.242092445987432
"101",6702,97,"legal vs. illegal",0,-5.58536723958516,97,0,0,0.833,"legal vs. illegal",0.6700969005,0.125898913,0.2040041865,1,1,0,0,43,0,0,0,0,0,0,1,-1.87632329421301,-0.947756241243921,-1.36516765962423,183,-1.41065784690109,0.425449599900281,0,10431,-0.926477965531571,0.36971507359672,-1.20446729996607,0.287554922769555
"102",6703,98,"what worries me is that even when people try to immigrate into us legally, they are out through very disrespectful process that often violates fundamental human rights.  i think if the legal process was easier, or there would be options for legal work inthe us for foreigners, less people would try to come here illegally.",0.55,0.195460778572478,98,0,1,0.333,"what worries me is that even when people try to immigrate into us legally, they are out through very disrespectful process that often violates fundamental human rights.  i think if the legal process was easier, or there would be options for legal work inthe us for foreigners, less people would try to come here illegally.",0.3944736671,0.0683165714,0.5372097615,3,1,0,0,248,0,0,0,1,2,2,1,0.0675280355737988,-0.776846642775758,-0.375464010399131,329,0.189089068825633,0.308289262825949,0.5,10432,-0.208686937047989,0.323930478458539,0.0371434743877332,0.221629542067077
"103",6704,99,"they do not pay taxes",0.210526315789474,-1.97995489501786,99,0,1,0,"they do not pay taxes",0.1532315564,0.6918904377,0.1548780059,2,2,1,1,65,0,0,0,0,0,0,0,-0.664938257234219,-0.0749079484454438,-0.309240821784052,299,-0.568971601407375,0.288772859612319,0,10433,-0.104427153514267,0.301817232550751,-0.403826705662295,0.219361727395714
"105",6706,101,"need better border build a wall like china did",0.4,-0.616398774424582,101,0,0,0.333,"need better border build a wall like china did",0.7087109485,0.0666151634,0.2246738881,1,1,0,1,386,0,0,0,0,0,0,0,-0.208287067031303,0.0692693751135175,-0.0752048206708582,205,-0.540191966855057,0.311093797953235,0,10434,-1.15304128713066,0.37166787716021,-0.79986577573405,0.224019095254384
"106",6707,102,"loss of jobs, hospitals losing money, illegal hiring, cheap labor,",0.65,1.28407740308687,102,0,0,0.66667,"loss of jobs, hospitals losing money, illegal hiring, cheap labor,",0.1843359044,0.6513303824,0.1643337132,2,2,0,0,319,0,0,2,2,0,0,0,0.434095719271116,0.727871372350574,0.561092439790789,189,1.74696514360658,0.41548359215267,2,10435,1.67207205932465,0.482205771708779,1.79663466269383,0.34480137130656
"107",6708,103,"illegal persons,not speaking english,drinking alcohol,illegal driving",0.75,2.25936911594785,103,0,1,0.66667,"illegal persons,not speaking english,drinking alcohol,illegal driving",0.1840229543,0.5815522452,0.2344248004,2,2,0,1,252,0,0,1,2,0,0,0,0.764099962290576,0.929977868402039,0.875054144238295,103,0.84957597717422,0.312349765099339,1.5,10436,1.52159316126352,0.417649630365413,1.23343926838219,0.262218971779241
"108",6709,104,"where i live immigration has over populated our city and it is no joke.  we have to many here taking over and getting aid.",0.45,0.771269588741138,104,0,1,0.66667,"where i live immigration has over populated our city and it is no joke.  we have to many here taking over and getting aid.",0.194857054,0.3841052422,0.4210377038,3,2,1,1,331,0,0,1,1,0,0,0,0.257386027704796,0.206933113146716,0.313032526351248,332,-0.486402046406482,0.3108208300608,1,10437,-0.212940529592293,0.305808262673511,-0.325425646020483,0.224291696439543
"109",6710,105,"what really makes me worried is that we are doing nothing to fix the system i agreed that we need to pay attention to our borders but at the same time there is people hard working people that are here illegaly and they are ancious to obtain some king of work permit so they can work legally, they did cross the border ok make them pay a fine of course criminals they must be deported",0.2,-3.72049532540662,105,0,1,0,"what really makes me worried is that we are doing nothing to fix the system i agreed that we need to pay attention to our borders but at the same time there is people hard working people that are here illegaly and they are ancious to obtain some king of work permit so they can work legally, they did cross the border ok make them pay a fine of course criminals they must be deported",0.6192177208,0.2067122999,0.1740699792,1,1,0,0,50,0,0,0,2,1,1,1,-1.25419547776266,-0.621511410013574,-0.891780667014483,328,0.00996568506534621,0.294448275842779,1,10438,0.509422704408739,0.341815655396706,0.274538096878986,0.225828948938058
"110",6711,106,"draining our health care system, criminals",0.65,1.08906569998293,106,0,1,1,"draining our health care system, 
criminals",0.0788074027,0.8549320642,0.0662605331,2,2,0,0,86,0,0,1,1,0,0,0,0.368086218581445,1.00200889606476,0.666028231552174,42,0.614302448486237,0.331098611722531,1,10439,0.0285347178855366,0.346481109253354,0.433026615508762,0.237403869248658
"111",6712,107,"the borders should now be sealing, allowing no more immigrates.",0.55,-0.0990292937298997,107,0,0,1,"the borders should now be sealing, allowing no more immigrates.",0.787140462,0.0815604744,0.1312990636,1,1,1,1,314,0,0,0,1,0,0,0,-0.0334354949115866,-0.383245436671718,-0.092448186913509,277,-0.541382965632054,0.298045103568176,0.5,10440,-0.93482501506922,0.355272008711898,-0.766179199043724,0.240281867849509
"112",6713,108,"take over, over crowding of our nation.  more people not enough welfare or jobs.  health insurance is at an altime low and we can take of our own people who is here so why allow other to come here and take away the aid that could go to the people who is already here.",0.95,4.13323506830769,108,0,0,0,"take over, over crowding of our nation.  more people not enough welfare or jobs.  health insurance is at an altime low and we can take of our own people who is here so why allow other to come here and take away the aid that could go to the people who is already here.",0.1564929314,0.5113430104,0.3321640582,2,2,1,1,438,0,0,2,2,0,0,0,1.38719484064921,1.4272159669177,1.4290462675308,256,1.3025590733258,0.334701825705709,2,10441,0.720002249241758,0.337976529482814,1.06363329917324,0.243721957249532
"113",6714,109,"very mess up problem",0.35,-0.950241331981058,109,0,0,0,"very mess up problem",0.5371474191,0.1189381075,0.3439144734,1,1,0,0,181,0,0,0,1,0,0,0,-0.322016842629182,-0.879745141045275,-0.619527186930985,310,-1.0013844248249,0.358983556126455,0.5,10442,-1.01217413564835,0.352206829916242,-1.04261868928299,0.26770827782426
"114",6715,110,"that the ileagles who sneack over the border should be fined to the fullest extent. i worked most of my life for what little i get. i on't think it's right for them to receive everything free.",0.65,1.29358041248886,110,0,0,0.66667,"that the ileagles who sneack over the border should be fined to the fullest extent.
i worked most of my life for what little i get. i on't think it's right for them to receive everything free.",0.4513877066,0.0655483855,0.4830639078,3,1,1,2,133,0,0,0,0,0,0,0,0.433642968835513,0.195218610942858,0.364056566850876,267,0.117657851511229,0.287952518110243,0,10443,-0.167102535008873,0.315612492094036,0.00561393955817563,0.216495148852797
"115",6716,111,"they take the jobs away from us because they take lower pay. they speak a different language and do not try to learn ours. they do not pay taxes. we have to punch in buttons on the phone etc. to speak to someone in our language.",0.75,3.01325873365699,111,0,1,0.833,"they take the jobs away from us because they take lower pay. they speak a different language and do not try to learn ours. they do not pay taxes. we have to punch in buttons on the phone etc. to speak to someone in our language.",0.0661620258,0.7291959036,0.2046420707,2,2,2,2,59,0,0,0,1,0,0,0,1.01041273485224,0.954594512460882,1.07011701895188,301,0.628523894993083,0.317203180953468,0.5,10444,0.946800684011162,0.346865052831646,0.805207850956282,0.243807097511816
"116",6717,112,"large numbers of poor people coming to the us and making our communities dirty, unkempt and poor",0.7,3.69870642039245,112,0,1,0,"large numbers of poor people coming to the us and making our communities dirty, unkempt and poor",0.5932007852,0.13046272,0.2763364948,1,1,1,1,442,0,0,1,2,0,0,0,1.24276955229507,0.803992944930584,1.09714119995609,173,0.767380206127274,0.339049455593809,1.5,10445,0.473236725515465,0.323464196550696,0.605038012680176,0.240198843000028
"117",6718,113,"i often worry that united states will become over crowded and immigration will place a economical strain on the counyry.",0.6,1.68284554571606,113,0,1,0,"i often worry that united states will become over crowded and immigration will place a economical strain on the counyry.",0.6522766981,0.1614778706,0.1862454313,1,1,0,0,210,0,0,1,1,0,0,0,0.564618865078697,0.629319320003292,0.649842123892092,125,0.708194098120928,0.313353511754191,1,10446,0.695226890794574,0.319467603234967,0.793410610954563,0.237553932903364
"118",6719,114,"building a wall on our border. spanish becoming a dominant language in the u.s. political bungling in dealing with immigration.",0.6,2.01501311077612,114,0,1,0,"building a wall on our border.
spanish becoming a dominant language in the u.s.
political bungling in dealing with immigration.",0.5682031923,0.1326133684,0.2991834393,1,1,0,1,78,0,0,1,2,0,0,0,0.679081730152883,0.0937619313995045,0.431189432140469,20,-0.441059690533681,0.336985625805314,1.5,10447,0.610392505753305,0.327165166955799,0.116332558200354,0.220122095990219
"119",6720,115,"kneejerk american jingoism. lou dobbs and his ilk. mistreatment of immigrants",0.105263157894737,-4.48548323171364,115,0,1,0.16667,"kneejerk american jingoism
lou dobbs and his ilk
mistreatment of immigrants",0.4099071512,0.3681957446,0.2218971042,1,1,0,2,152,0,0,0,2,2,2,0,-1.52222626364696,-1.45279703536406,-1.5446220236641,170,-1.32546121029968,0.352791855696473,1,10448,-0.271985128545041,0.332946888833204,-0.701686389308965,0.242078652814604
"120",6721,116,"i think if they come in to the country ileaglely they should be depored . do it the right way or stay the hell home and if you do get here the correct way learn the damn langwige(sp) and learn our trafic laws.",0.55,0.81730280659252,116,0,0,0.333,"i think if they come in to the country
ileaglely they should be depored . do it the right way or stay the hell home
and if you do get here the correct way learn the damn langwige(sp) and learn our trafic laws.",0.1075185877,0.0445569602,0.8479244521,3,1,2,2,93,0,0,0,0,0,0,1,0.272411922438795,0.712614890644208,0.558191949069327,130,-0.278456424423729,0.29555245251411,0,10449,0.526118953564297,0.285115096276865,0.218222317734946,0.206121241959588
"121",6722,117,"people comming over here from another country.",0.4,-2.01993979275267,117,0,0,0,"people comming over here from another country.",0.3453970673,0.086898479,0.5677044537,3,1,0,0,401,0,0,0,0,0,0,0,-0.68025114486622,-0.87092921782554,-0.788231478485254,223,-0.68568261916381,0.336735452502003,0,10450,-2.05702815630595,0.541105507084777,-1.27661921158174,0.287486857288552
"122",6723,118,"i think that it is a major issue for us today.  there are too many immigration problems withno taxing from them, taking jobs from the u.s. citizens.  things have to change so that it makes it harder for them to come in illeagally.  they do deserve a chance, but it has to be done the right way.",0.7,1.91397301316065,118,0,1,0,"i think that it is a major issue for us today.  there are too many immigration problems withno taxing from them, taking jobs from the u.s. citizens.  things have to change so that it makes it harder for them to come in illeagally.  they do deserve a chance, but it has to be done the right way.",0.2062258881,0.2367661157,0.5570079962,3,2,0,1,244,0,0,1,1,0,1,1,0.644465596093946,0.599856583436708,0.584350509745197,142,0.419217176596464,0.335775598525031,1,10451,0.232313461558759,0.32435005397679,0.3820334989944,0.24229651891192
"123",6724,119,"i think of people from other countries coming to america to live.  these days you can't help thinking about the mexicans coming across the border, as well as those that are already here.",0.25,-1.82175073030931,119,0,0,0.333,"i think of people from other countries coming to america to live.  these days you can't help thinking about the mexicans coming across the border, as well as those that are already here.",0.2849011303,0.0495161273,0.6655827425,3,1,0,0,102,0,0,0,0,0,0,0,-0.6165000725042,-0.465066650410468,-0.474692543886215,139,-0.8505732821125,0.289884813318157,0,10452,-0.810867626685828,0.371007046539267,-0.901804995006977,0.251730208781716
"124",6725,120,"lack of jobs for americans. terrorist activity",0.9,4.356963878402,120,0,1,0.333,"lack of jobs for americans
terrorist activity",0.1050864073,0.7950580824,0.0998555102,2,2,0,0,8,0,0,1,1,0,0,0,1.47076449910019,0.867980812261231,1.23775159834562,171,0.567537473006004,0.283649162235649,1,10453,1.27557333439232,0.353267654347022,0.922581853353798,0.243208661600597
"125",6726,121,"taking our jobs, not paying taxes, using public services for free",0.7,2.99501464688558,121,0,1,1,"taking our jobs, not paying taxes, using public services for free",0.0627039987,0.8819245463,0.055371455,2,2,2,2,378,0,0,2,1,0,0,0,1.00264772054125,0.852100288834792,0.929804250902349,258,2.19583360138747,0.545636042451465,1.5,10454,0.985602888946199,0.352445519064335,1.59197859399426,0.30927636670003
"126",6727,122,"over population. too many new citizens on welfare. extra strain on our schools",0.85,4.07162100437216,122,0,1,0.833,"over population
too many new citizens on welfare
extra strain on our schools",0.1122710084,0.5993306514,0.2883983402,2,2,0,0,63,0,0,2,2,0,0,0,1.36351655848182,0.875227910652294,1.11231167897525,217,1.31141401633374,0.359621358747073,2,10455,1.04348547152897,0.338701660673122,1.23426368550476,0.258428034563031
"127",6728,123,"jobs,my tax dollars going to fund this.",0.4,-1.19687046767076,123,0,1,0.66667,"jobs,my tax dollars going to fund this.",0.110124138,0.7912554944,0.0986203677,2,2,0,0,7,0,0,1,1,0,0,0,-0.402110487493211,0.445567232668279,0.123181096293568,167,-0.0657175173442905,0.302659550343813,1,10456,0.200357112085138,0.306368895536375,0.0307017819992507,0.227495949364905
"128",6729,124,"security, jobs, healthcare, following the laws of our country",0.7,2.13692635660268,124,0,1,1,"security
jobs
healthcare
following the laws of our country",0.2093269462,0.5783064715,0.2123665823,2,2,0,1,116,0,0,2,2,0,0,0,0.719770826806503,0.371380650005776,0.535773868357069,246,1.00145352324991,0.345072072592509,2,10457,0.365085878039578,0.325945681749371,0.819914440629027,0.237201518110191
"129",6730,125,"an attitude amongst many americans fueled by some members of the media who use the term immigrant almost as a term of abuse and seem totally unable to differentiate between legal & illegal immigration.  i also see an incredible degree of racism - the assumption often being that anyone hispanic must be an illegal immigrant.",0.2,-4.5432536973806,125,0,0,0.333,"an attitude amongst many americans fueled by some members of the media who use the term ""immigrant"" almost as a term of abuse and seem totally unable to differentiate between legal & illegal immigration.  i also see an incredible degree of racism - the assumption often being that anyone hispanic must be an illegal immigrant.",0.8025278368,0.0538470529,0.1436251103,1,1,0,1,209,0,0,0,1,1,2,1,-1.53158785085704,-1.04094400090476,-1.43087821724263,10,0.0108366984083011,0.277956015546649,0.5,10458,0.884105030356936,0.307218318868909,0.446004762988823,0.225884916951336
"130",6731,126,"mexico, muslems, problembs, terrorist, cheep labor,",0.85,3.22920897608302,126,0,0,0,"mexico, muslems, problembs, terrorist,
cheep labor,",0.356357974,0.4275453452,0.2160966808,2,2,0,0,349,0,0,1,2,0,0,0,1.09157025890119,1.5100491543913,1.37798754165491,198,0.62526341819686,0.340641013898011,1.5,10459,1.1104035805081,0.41708266768436,0.951837880023644,0.264508369796723
"131",6732,127,"people from all over the world coming here for a new life--opportunity, freedom, justice. a way of life/history for the u.s.; our country has always been a giant melting pot and still is.",0.2,-5.0931106267473,127,0,0,0,"people from all over the world coming here for a new life--opportunity, freedom, justice. a way of life/history for the u.s.; our country has always been a giant melting pot and still is.",0.1384288337,0.0501076484,0.8114635179,3,1,0,0,463,2,2,0,0,0,0,0,-1.71691828362626,-2.04486787931305,-1.99971371241696,227,-0.369651212581193,0.285494378156763,0,10460,-0.726466522773458,0.366795334872304,-0.539613947549844,0.232966342264564
"132",6733,128,"the cost of living, cost of food, diseases, and jobs that are taken from americans.",0.5,0.993307784030322,128,0,1,0,"the cost of living, cost of food, diseases, and jobs that are taken from americans.",0.0988458664,0.7390275752,0.1621265584,2,2,1,1,200,0,0,2,2,0,0,0,0.33537518011478,0.272160751137046,0.370190327948919,280,1.23005976129338,0.331978670341708,2,10461,1.53803435341429,0.429855339140717,1.43336922520258,0.286046668376882
"133",6734,129,"they get all our stuff for free, and it isnt right",0.55,0.583435791282283,129,0,1,1,"they get all our stuff for free, and it isnt right",0.1763874275,0.2764784288,0.5471341437,3,2,1,1,384,0,0,0,0,0,0,0,0.195497930615172,0.179853743656003,0.177311518757185,300,0.242565322166367,0.268581903893051,0,10462,0.120157724328786,0.306234164067362,0.241058044057009,0.209123031730991
"134",6735,130,"costs to feed, house, educate, and provide medical care. potential for enemies of the us to enter",0.7,2.81511438166991,130,0,1,1,"costs to feed, house, educate, and provide medical care

potential for enemies of the us to enter",0.0825952648,0.8537354073,0.0636693279,2,2,0,0,232,0,0,2,2,0,0,0,0.939661103287243,1.45664781798257,1.36087004538555,31,0.514962881047237,0.282026660173066,2,10463,1.03755514925914,0.356879844020139,0.744302816345706,0.231169946249724
"135",6736,131,"i think of new beginnings becoming a citizen adapting to a new country learning to be a citizen of that country....entering legally so you can do this",0.15,-4.51751616187877,131,0,0,0.333,"i think of new beginnings becoming a citizen adapting to a new country learning to be a citizen of that country....entering legally so you can do this",0.1361012085,0.0513144939,0.8125842976,3,1,0,0,336,1,1,0,0,0,0,1,-1.52080533310368,-1.04295653227859,-1.38775275797948,138,-1.24558775918012,0.343819478180087,0,10464,-1.15714109758282,0.365041439247349,-1.27933331530516,0.267566340380783
"136",6737,132,"illegal immigrants; increased crime; schools & hospitals overwhelmed taking care of illegal immigrants",0.9,5.0182791621792,132,0,0,0.833,"illegal immigrants; increased crime; schools & hospitals overwhelmed taking care of illegal immigrants",0.3015561728,0.6052106669,0.0932331603,2,2,0,0,25,0,0,2,2,0,0,0,1.68774584930426,1.48505923080963,1.62332412717674,90,0.706583114623176,0.350608305142616,2,10465,2.33291712879324,0.544067510091307,1.4723925923233,0.338604023556506
"137",6738,133,"law breakers.",0.4,0.653553847955522,133,0,0,0.66667,"law breakers.",0.5454668764,0.13760508,0.3169280435,1,1,1,1,464,0,0,0,1,0,0,0,0.216511109910788,-0.0134384802872108,0.136365828676815,174,-0.0556676785116276,0.277419986848572,0.5,10466,-0.718449990359626,0.364482595059541,-0.337807026596588,0.216803213558008
"138",6739,134,"we need to find a reasonable and humane compromise on the issue",0.05,-4.6401636802365,134,0,0,0.833,"we need to find a reasonable and humane compromise on the issue",0.5930272006,0.1039112879,0.3030615115,1,1,0,0,179,0,1,0,1,1,1,0,-1.56283351959416,-1.28815839185912,-1.45924833587449,323,-1.73300745814488,0.431540995648248,0.5,10467,-1.13369985845711,0.387429942527572,-1.46018043108962,0.296277441021213
"139",6740,135,"close borders. fine employers who employ illegal immigrats (im). remove children of im from public schools. no ssa or welfare for ims. when picked up by police or any other government institution, they should be taken into custody and deported. if an im is deported and returns to the us, they should be jailed and the family or mexican government made to paid for the cost of upkeep.",0.578947368421053,0.146351978152672,135,0,0,0.66667,"close borders.
fine employers who employ illegal immigrats (im).
remove children of im from public schools.
no ssa or welfare for ims.
when picked up by police or any other government institution, they should be taken into custody and deported.
if an im is deported and returns to the us, they should be jailed and the family or mexican government made to paid for the cost of upkeep.",0.4696068666,0.4554321078,0.0749610256,1,1,2,2,83,0,0,0,2,0,0,0,0.0440472984378318,0.256230118149861,0.167976554585381,23,0.506854156274153,0.30757443102356,1,10468,0.515789751597242,0.351839024723255,0.556863919759883,0.243190479955697
